Zone_ID,Hour_of_Day,Day_of_Week,Weather_Condition,Package_Type,Package_Weight_Kg,Is_Express,Is_Medical,Package_Volume_Demand,Traffic_Delay_Minutes
Zone_2,11,6,Clear,Express,10.23,1,0,44,46.6
Zone_2,22,0,Clear,Standard,10.61,0,0,16,8.6
Zone_6,8,3,Clear,Standard,16.87,0,0,45,33.1
Zone_1,18,2,Clear,Express,3.99,1,0,49,22.2
Zone_4,22,4,Clear,Express,23.56,1,0,32,12.2
Zone_7,12,6,Clear,Medical,12.9,0,1,58,16.0
Zone_9,13,4,Clear,Standard,17.78,0,0,78,12.8
Zone_10,8,2,Clear,Express,13.85,1,0,55,46.8
Zone_3,4,5,Clear,Standard,21.56,0,0,18,6.9
Zone_4,7,5,Clear,Express,7.31,1,0,21,8.0
Zone_5,23,2,Clear,Express,13.23,1,0,36,19.7
Zone_5,22,0,Clear,Express,9.35,1,0,22,18.7
Zone_2,0,0,Clear,Medical,13.95,0,1,13,15.2
Zone_5,20,4,Overcast,Medical,12.51,0,1,44,47.6
Zone_10,15,4,Clear,Standard,16.16,0,0,79,19.9
Zone_1,12,6,Foggy,Standard,3.15,0,0,40,31.6
Zone_7,9,2,Clear,Standard,4.66,0,0,67,33.4
Zone_5,8,5,Clear,Standard,17.56,0,0,27,34.4
Zone_6,15,6,Clear,Standard,24.51,0,0,52,8.7
Zone_9,8,1,Clear,Standard,8.12,0,0,56,26.9
Zone_3,11,6,Clear,Express,14.01,1,0,45,28.9
Zone_1,21,2,Rainy,Standard,10.28,0,0,29,26.9
Zone_8,23,2,Clear,Standard,2.96,0,0,49,19.5
Zone_2,3,5,Clear,Standard,5.22,0,0,16,13.2
Zone_2,8,3,Foggy,Standard,4.12,0,0,35,53.1
Zone_10,17,5,Clear,Express,13.16,1,0,63,47.6
Zone_4,15,2,Clear,Standard,5.48,0,0,61,9.8
Zone_5,1,6,Clear,Standard,18.85,0,0,31,12.0
Zone_1,13,3,Foggy,Standard,18.11,0,0,53,37.6
Zone_3,22,0,Clear,Standard,8.43,0,0,25,9.4
Zone_8,3,1,Clear,Express,18.98,1,0,45,19.1
Zone_6,10,5,Overcast,Standard,7.48,0,0,54,24.0
Zone_3,3,2,Clear,Express,24.85,1,0,30,6.9
Zone_7,1,5,Clear,Standard,10.15,0,0,36,20.1
Zone_6,14,6,Rainy,Standard,16.68,0,0,57,19.5
Zone_5,17,0,Clear,Standard,8.82,0,0,49,39.9
Zone_8,8,2,Clear,Standard,11.89,0,0,48,26.6
Zone_8,11,2,Clear,Standard,23.4,0,0,71,37.6
Zone_3,20,0,Clear,Standard,12.04,0,0,21,24.5
Zone_8,4,2,Overcast,Standard,12.27,0,0,45,17.0
Zone_10,6,1,Clear,Standard,0.91,0,0,54,15.2
Zone_9,11,2,Clear,Standard,11.77,0,0,77,38.7
Zone_10,4,3,Rainy,Express,23.41,1,0,52,29.4
Zone_3,21,5,Clear,Express,19.26,1,0,16,9.6
Zone_8,18,0,Foggy,Standard,13.62,0,0,58,66.4
Zone_8,2,3,Overcast,Standard,20.83,0,0,51,23.6
Zone_7,14,1,Clear,Standard,22.21,0,0,74,9.0
Zone_8,18,2,Clear,Standard,8.11,0,0,69,34.3
Zone_1,16,0,Clear,Standard,22.24,0,0,41,10.2
Zone_3,2,0,Clear,Standard,22.94,0,0,22,0.0
Zone_6,19,3,Clear,Express,9.0,1,0,42,30.5
Zone_7,14,1,Clear,Standard,13.27,0,0,72,12.6
Zone_7,5,3,Clear,Express,1.95,1,0,42,19.3
Zone_6,10,5,Clear,Standard,20.1,0,0,59,40.7
Zone_4,13,5,Clear,Standard,14.85,0,0,47,10.4
Zone_5,3,4,Clear,Medical,21.9,0,1,38,16.2
Zone_9,2,1,Clear,Standard,13.78,0,0,48,16.5
Zone_1,7,2,Clear,Medical,18.35,0,1,26,16.4
Zone_2,20,4,Clear,Standard,2.18,0,0,29,22.1
Zone_5,2,3,Clear,Standard,12.43,0,0,35,18.4
Zone_5,3,3,Foggy,Express,0.31,1,0,37,43.8
Zone_7,3,6,Clear,Express,21.96,1,0,37,14.2
Zone_8,13,1,Rainy,Standard,12.96,0,0,70,24.2
Zone_10,11,1,Clear,Standard,8.17,0,0,78,32.3
Zone_6,2,5,Clear,Standard,22.16,0,0,28,9.3
Zone_6,19,5,Clear,Standard,14.14,0,0,31,26.1
Zone_5,7,3,Rainy,Express,10.3,1,0,42,33.2
Zone_5,22,0,Clear,Standard,12.15,0,0,22,16.8
Zone_8,18,2,Clear,Standard,7.59,0,0,77,28.1
Zone_5,13,1,Rainy,Standard,22.01,0,0,60,24.3
Zone_6,0,5,Overcast,Express,10.07,1,0,27,17.1
Zone_3,19,0,Clear,Standard,6.97,0,0,22,30.2
Zone_5,13,3,Clear,Standard,18.23,0,0,64,12.5
Zone_9,18,5,Rainy,Standard,21.44,0,0,66,43.6
Zone_3,6,3,Foggy,Standard,23.87,0,0,29,30.1
Zone_8,12,0,Clear,Express,1.35,1,0,58,15.1
Zone_7,22,3,Clear,Standard,16.88,0,0,46,13.2
Zone_4,8,2,Rainy,Standard,5.71,0,0,38,54.6
Zone_5,22,6,Clear,Standard,6.6,0,0,30,17.7
Zone_8,15,0,Clear,Standard,3.95,0,0,61,11.2
Zone_10,15,2,Clear,Standard,4.85,0,0,80,15.2
Zone_7,7,1,Rainy,Standard,14.75,0,0,48,24.8
Zone_10,7,6,Clear,Standard,14.43,0,0,43,14.4
Zone_10,23,4,Clear,Express,12.72,1,0,58,21.4
Zone_2,17,6,Overcast,Standard,4.05,0,0,43,38.6
Zone_8,1,2,Overcast,Medical,3.49,0,1,50,23.9
Zone_8,1,6,Clear,Standard,5.86,0,0,39,18.0
Zone_9,22,4,Clear,Express,15.56,1,0,52,10.0
Zone_2,23,3,Rainy,Standard,17.78,0,0,27,24.6
Zone_4,9,2,Clear,Standard,1.72,0,0,63,20.6
Zone_2,16,2,Clear,Standard,16.86,0,0,51,11.1
Zone_4,7,3,Clear,Standard,20.84,0,0,35,6.5
Zone_3,7,5,Clear,Standard,23.21,0,0,21,8.9
Zone_7,4,2,Rainy,Standard,15.6,0,0,43,26.2
Zone_5,2,3,Foggy,Standard,20.38,0,0,36,41.4
Zone_7,0,1,Clear,Standard,3.79,0,0,43,13.8
Zone_2,19,6,Clear,Standard,3.2,0,0,18,24.6
Zone_4,6,6,Clear,Express,4.7,1,0,24,9.3
Zone_6,6,0,Clear,Express,13.89,1,0,32,4.7
Zone_5,12,5,Overcast,Standard,2.71,0,0,53,20.5
Zone_2,20,5,Clear,Standard,6.44,0,0,19,44.7
Zone_7,5,2,Clear,Standard,14.8,0,0,45,22.0
Zone_2,12,1,Foggy,Medical,11.6,0,1,52,36.6
Zone_9,22,0,Clear,Standard,16.55,0,0,35,13.3
Zone_7,1,6,Clear,Standard,9.44,0,0,35,12.5
Zone_3,1,2,Overcast,Standard,4.65,0,0,33,12.4
Zone_6,1,1,Rainy,Standard,6.11,0,0,40,20.1
Zone_5,14,2,Overcast,Standard,22.73,0,0,61,24.6
Zone_9,14,0,Overcast,Standard,3.13,0,0,59,20.3
Zone_3,17,2,Clear,Express,3.67,1,0,60,26.8
Zone_2,4,3,Clear,Standard,19.94,0,0,30,12.5
Zone_2,13,6,Overcast,Standard,11.44,0,0,46,15.7
Zone_4,4,1,Clear,Standard,20.51,0,0,41,6.7
Zone_1,7,2,Overcast,Standard,11.13,0,0,28,18.1
Zone_9,20,3,Clear,Medical,7.36,0,1,47,34.7
Zone_3,10,6,Overcast,Standard,2.07,0,0,41,39.0
Zone_5,7,6,Clear,Standard,23.81,0,0,24,18.0
Zone_2,5,5,Clear,Express,3.97,1,0,21,14.5
Zone_8,3,0,Rainy,Standard,17.43,0,0,40,23.1
Zone_3,19,5,Clear,Standard,10.25,0,0,25,29.3
Zone_5,2,0,Overcast,Standard,21.45,0,0,28,18.9
Zone_7,11,6,Overcast,Standard,13.97,0,0,53,46.3
Zone_2,10,5,Foggy,Express,10.02,1,0,42,64.9
Zone_3,4,3,Clear,Standard,5.87,0,0,32,13.1
Zone_8,7,0,Clear,Standard,9.52,0,0,38,11.5
Zone_10,10,3,Clear,Standard,13.58,0,0,82,40.0
Zone_8,10,5,Rainy,Standard,6.0,0,0,56,48.9
Zone_3,19,0,Clear,Standard,6.9,0,0,22,25.2
Zone_10,2,4,Overcast,Express,16.87,1,0,59,22.8
Zone_7,10,4,Overcast,Standard,2.44,0,0,71,32.4
Zone_2,5,2,Clear,Standard,11.0,0,0,35,13.9
Zone_9,5,5,Clear,Standard,7.08,0,0,41,17.3
Zone_8,21,5,Clear,Standard,19.27,0,0,35,14.6
Zone_9,17,5,Overcast,Express,23.69,1,0,64,30.8
Zone_9,21,0,Overcast,Standard,16.95,0,0,41,18.1
Zone_7,4,4,Clear,Standard,4.45,0,0,48,14.0
Zone_4,4,5,Overcast,Standard,8.37,0,0,19,13.4
Zone_5,18,5,Overcast,Standard,18.74,0,0,48,35.0
Zone_7,4,3,Clear,Standard,3.59,0,0,41,8.4
Zone_5,0,0,Clear,Standard,15.28,0,0,25,14.0
Zone_10,0,5,Foggy,Standard,2.08,0,0,41,44.1
Zone_8,22,1,Clear,Medical,21.75,0,1,47,11.4
Zone_5,6,3,Clear,Standard,17.83,0,0,44,23.0
Zone_5,8,4,Foggy,Express,1.37,1,0,38,56.6
Zone_5,15,4,Foggy,Standard,15.7,0,0,65,39.6
Zone_4,8,4,Clear,Express,22.06,1,0,32,27.1
Zone_7,11,2,Clear,Standard,4.6,0,0,68,36.0
Zone_2,10,6,Overcast,Medical,14.87,0,1,45,31.1
Zone_10,22,2,Clear,Medical,8.17,0,1,56,17.4
Zone_4,11,1,Clear,Standard,22.67,0,0,61,20.0
Zone_3,9,1,Clear,Medical,13.56,0,1,56,31.3
Zone_10,8,6,Clear,Standard,3.93,0,0,37,43.3
Zone_8,12,3,Clear,Standard,22.01,0,0,72,12.4
Zone_7,11,1,Clear,Standard,14.56,0,0,69,38.1
Zone_3,8,3,Overcast,Standard,17.48,0,0,30,34.0
Zone_4,18,5,Clear,Standard,18.25,0,0,44,33.3
Zone_4,3,0,Clear,Standard,0.84,0,0,26,11.5
Zone_10,0,2,Clear,Standard,6.23,0,0,54,21.1
Zone_7,12,5,Clear,Express,1.97,1,0,54,12.6
Zone_8,1,4,Rainy,Standard,5.42,0,0,46,28.3
Zone_4,7,3,Clear,Standard,18.67,0,0,41,7.3
Zone_8,11,1,Clear,Medical,3.54,0,1,78,25.7
Zone_1,12,0,Rainy,Medical,14.74,0,1,35,21.9
Zone_9,12,1,Foggy,Express,6.08,1,0,72,37.5
Zone_7,0,4,Clear,Standard,8.53,0,0,49,15.3
Zone_4,7,0,Foggy,Standard,22.77,0,0,19,41.6
Zone_8,4,1,Overcast,Standard,12.92,0,0,50,20.1
Zone_10,18,3,Clear,Standard,14.38,0,0,83,47.8
Zone_2,21,5,Clear,Medical,3.87,0,1,17,14.0
Zone_8,19,1,Rainy,Standard,8.88,0,0,48,44.3
Zone_10,16,2,Rainy,Standard,5.72,0,0,76,33.9
Zone_6,18,6,Rainy,Medical,16.0,0,1,57,37.1
Zone_7,1,6,Clear,Standard,9.83,0,0,36,21.5
Zone_7,11,6,Clear,Standard,2.68,0,0,58,25.6
Zone_2,0,2,Clear,Standard,6.26,0,0,32,13.9
Zone_2,11,0,Overcast,Standard,3.34,0,0,46,30.3
Zone_4,18,2,Clear,Standard,18.21,0,0,59,33.4
Zone_6,11,1,Clear,Standard,4.65,0,0,63,17.2
Zone_4,0,4,Foggy,Express,13.95,1,0,36,34.6
Zone_6,2,2,Clear,Express,9.56,1,0,38,7.0
Zone_5,0,3,Overcast,Medical,9.85,0,1,37,21.1
Zone_6,0,1,Clear,Standard,17.33,0,0,43,10.3
Zone_9,8,6,Overcast,Standard,11.4,0,0,37,40.3
Zone_6,0,2,Foggy,Express,20.09,1,0,40,31.8
Zone_6,11,5,Clear,Standard,2.57,0,0,59,29.8
Zone_8,20,0,Foggy,Express,4.95,1,0,31,67.8
Zone_5,4,6,Clear,Standard,8.59,0,0,28,11.0
Zone_5,14,4,Clear,Medical,10.29,0,1,66,18.3
Zone_10,14,4,Rainy,Standard,22.95,0,0,78,33.9
Zone_1,14,4,Clear,Standard,18.64,0,0,49,21.4
Zone_6,16,4,Clear,Standard,22.41,0,0,65,5.0
Zone_1,8,3,Clear,Standard,24.42,0,0,30,35.7
Zone_8,20,2,Clear,Standard,22.3,0,0,46,46.0
Zone_10,13,4,Rainy,Standard,21.31,0,0,78,35.1
Zone_9,17,3,Clear,Standard,2.26,0,0,81,30.8
Zone_6,15,3,Rainy,Standard,23.78,0,0,65,24.3
Zone_9,22,4,Rainy,Standard,7.54,0,0,53,28.9
Zone_2,8,5,Clear,Standard,19.88,0,0,17,33.3
Zone_9,14,4,Clear,Standard,4.72,0,0,75,15.8
Zone_4,19,3,Clear,Express,15.12,1,0,39,30.2
Zone_3,20,3,Foggy,Standard,21.04,0,0,32,43.5
Zone_1,14,0,Clear,Standard,12.04,0,0,39,8.0
Zone_1,8,3,Overcast,Standard,13.86,0,0,29,42.8
Zone_8,1,6,Clear,Standard,6.41,0,0,36,16.1
Zone_2,20,0,Foggy,Express,10.82,1,0,13,57.5
Zone_1,10,5,Clear,Express,17.28,1,0,36,26.0
Zone_2,21,1,Overcast,Standard,22.39,0,0,32,17.1
Zone_3,2,1,Overcast,Standard,20.8,0,0,33,13.8
Zone_4,9,0,Overcast,Standard,11.53,0,0,44,31.4
Zone_9,8,1,Clear,Standard,20.97,0,0,52,38.5
Zone_7,15,3,Overcast,Standard,5.85,0,0,66,16.5
Zone_5,9,6,Clear,Standard,5.56,0,0,48,28.2
Zone_5,7,3,Rainy,Standard,10.09,0,0,35,29.9
Zone_6,3,4,Clear,Standard,15.57,0,0,47,4.0
Zone_1,20,2,Clear,Standard,16.7,0,0,26,39.1
Zone_6,7,4,Overcast,Standard,15.11,0,0,42,21.4
Zone_6,14,4,Clear,Standard,16.0,0,0,69,10.4
Zone_5,9,2,Foggy,Standard,0.24,0,0,65,76.5
Zone_10,11,0,Rainy,Express,10.39,1,0,68,45.6
Zone_9,14,3,Clear,Standard,15.18,0,0,81,9.1
Zone_10,0,2,Clear,Standard,18.95,0,0,50,13.9
Zone_10,7,5,Clear,Express,12.96,1,0,39,17.3
Zone_5,21,3,Clear,Standard,12.49,0,0,35,18.2
Zone_9,22,6,Clear,Express,20.72,1,0,41,12.4
Zone_10,19,0,Clear,Standard,7.48,0,0,37,34.2
Zone_7,14,1,Overcast,Standard,6.48,0,0,71,14.6
Zone_3,14,4,Clear,Standard,5.92,0,0,54,5.9
Zone_9,10,4,Overcast,Standard,0.31,0,0,75,46.1
Zone_10,21,3,Clear,Standard,15.88,0,0,58,12.4
Zone_7,15,2,Overcast,Express,9.34,1,0,73,17.9
Zone_4,9,1,Clear,Express,12.79,1,0,65,39.4
Zone_9,3,5,Clear,Standard,6.2,0,0,34,10.1
Zone_6,9,3,Clear,Standard,5.26,0,0,69,21.7
Zone_9,17,6,Rainy,Standard,19.4,0,0,59,55.4
Zone_4,16,5,Clear,Standard,14.84,0,0,46,10.7
Zone_10,15,4,Overcast,Standard,15.63,0,0,81,25.9
Zone_2,19,3,Clear,Standard,15.18,0,0,27,41.4
Zone_9,6,3,Clear,Standard,5.5,0,0,54,10.0
Zone_10,23,4,Clear,Standard,1.36,0,0,57,12.1
Zone_4,18,1,Clear,Medical,21.43,0,1,66,43.6
Zone_2,18,3,Clear,Standard,0.61,0,0,53,34.2
Zone_7,4,5,Foggy,Standard,16.36,0,0,29,32.2
Zone_7,9,2,Clear,Express,18.67,1,0,72,28.8
Zone_5,22,2,Overcast,Standard,22.08,0,0,39,21.2
Zone_5,3,0,Clear,Express,13.68,1,0,26,21.5
Zone_8,6,0,Clear,Standard,2.76,0,0,38,19.6
Zone_6,17,0,Clear,Express,17.06,1,0,55,28.2
Zone_1,10,6,Clear,Standard,19.46,0,0,37,23.9
Zone_4,0,2,Clear,Medical,7.52,0,1,34,3.3
Zone_1,21,1,Clear,Express,24.8,1,0,30,5.6
Zone_5,3,3,Clear,Express,14.65,1,0,40,15.5
Zone_5,15,2,Clear,Standard,16.46,0,0,60,11.8
Zone_4,22,0,Overcast,Standard,17.84,0,0,24,10.5
Zone_9,0,0,Clear,Standard,18.53,0,0,37,8.1
Zone_8,0,6,Clear,Standard,5.59,0,0,34,14.6
Zone_10,20,3,Clear,Standard,18.24,0,0,53,47.3
Zone_3,16,0,Overcast,Standard,6.3,0,0,50,9.6
Zone_5,1,5,Clear,Standard,21.53,0,0,26,21.0
Zone_6,2,4,Clear,Standard,9.39,0,0,38,12.9
Zone_5,16,1,Overcast,Standard,18.99,0,0,61,21.7
Zone_8,23,4,Clear,Standard,4.87,0,0,49,13.5
Zone_5,1,2,Overcast,Standard,14.74,0,0,35,19.4
Zone_8,1,3,Clear,Standard,8.57,0,0,47,14.3
Zone_10,7,1,Overcast,Standard,1.7,0,0,52,21.7
Zone_10,6,5,Rainy,Standard,2.57,0,0,43,33.4
Zone_3,18,6,Rainy,Standard,14.49,0,0,41,55.3
Zone_5,20,1,Overcast,Express,8.86,1,0,41,44.2
Zone_4,18,4,Overcast,Standard,19.26,0,0,63,38.3
Zone_6,10,5,Overcast,Express,0.87,1,0,52,42.4
Zone_3,10,5,Clear,Express,18.45,1,0,47,23.6
Zone_10,20,0,Clear,Standard,2.96,0,0,45,38.5
Zone_4,18,5,Overcast,Standard,0.3,0,0,48,36.4
Zone_4,10,5,Clear,Standard,10.66,0,0,46,22.6
Zone_5,12,2,Clear,Standard,17.76,0,0,64,24.8
Zone_6,2,0,Clear,Standard,7.15,0,0,32,1.3
Zone_2,0,1,Clear,Standard,7.28,0,0,26,13.0
Zone_10,4,5,Clear,Standard,5.57,0,0,38,15.8
Zone_8,2,0,Clear,Standard,24.62,0,0,33,11.0
Zone_4,2,2,Clear,Standard,9.03,0,0,37,5.4
Zone_7,11,1,Clear,Standard,15.6,0,0,67,39.2
Zone_7,3,6,Clear,Standard,19.87,0,0,33,17.9
Zone_10,17,0,Clear,Medical,22.23,0,1,66,40.9
Zone_2,17,3,Overcast,Standard,22.98,0,0,54,34.2
Zone_7,23,0,Clear,Express,24.61,1,0,36,15.0
Zone_1,18,3,Clear,Standard,8.25,0,0,55,20.5
Zone_2,3,4,Clear,Standard,1.77,0,0,32,9.8
Zone_5,1,2,Clear,Express,19.08,1,0,40,20.4
Zone_8,4,3,Clear,Standard,20.92,0,0,46,8.1
Zone_7,11,6,Clear,Standard,7.18,0,0,57,37.5
Zone_3,8,5,Clear,Standard,4.35,0,0,22,24.6
Zone_10,23,2,Clear,Medical,7.95,0,1,52,16.5
Zone_9,11,4,Rainy,Express,16.11,1,0,77,31.9
Zone_5,12,0,Clear,Medical,3.14,0,1,50,18.6
Zone_3,12,0,Foggy,Standard,11.99,0,0,44,36.1
Zone_7,17,5,Clear,Express,18.45,1,0,53,26.2
Zone_4,18,3,Clear,Express,23.49,1,0,66,31.3
Zone_1,19,4,Clear,Standard,17.28,0,0,28,34.9
Zone_5,0,5,Clear,Standard,9.16,0,0,30,15.4
Zone_8,21,0,Rainy,Standard,9.05,0,0,36,29.4
Zone_4,11,5,Clear,Standard,6.97,0,0,47,32.3
Zone_7,1,1,Clear,Standard,13.58,0,0,41,16.2
Zone_8,3,6,Rainy,Standard,0.96,0,0,36,25.7
Zone_9,4,4,Clear,Standard,21.92,0,0,51,15.8
Zone_9,19,1,Clear,Express,21.01,1,0,48,37.5
Zone_5,21,1,Clear,Standard,3.04,0,0,37,12.3
Zone_6,9,4,Clear,Express,1.26,1,0,68,21.8
Zone_7,21,0,Clear,Standard,12.65,0,0,29,11.3
Zone_10,0,4,Clear,Standard,16.6,0,0,51,20.9
Zone_2,9,0,Rainy,Express,20.54,1,0,38,38.8
Zone_9,14,6,Clear,Standard,7.08,0,0,68,13.1
Zone_1,7,2,Clear,Medical,19.16,0,1,24,10.6
Zone_6,20,1,Overcast,Express,13.4,1,0,46,35.6
Zone_6,16,3,Rainy,Standard,4.2,0,0,71,19.0
Zone_7,11,5,Clear,Standard,2.38,0,0,54,39.7
Zone_2,4,4,Clear,Standard,5.55,0,0,29,13.5
Zone_6,5,3,Clear,Standard,23.44,0,0,39,3.6
Zone_6,15,2,Clear,Standard,5.77,0,0,66,7.4
Zone_9,6,2,Clear,Standard,1.77,0,0,56,17.7
Zone_8,18,6,Clear,Standard,22.69,0,0,60,29.9
Zone_5,8,1,Clear,Standard,13.1,0,0,41,31.7
Zone_7,18,3,Overcast,Standard,8.31,0,0,69,37.8
Zone_7,16,2,Clear,Standard,3.06,0,0,74,11.2
Zone_5,18,1,Overcast,Standard,4.56,0,0,67,38.3
Zone_7,22,4,Clear,Medical,6.88,0,1,41,15.1
Zone_3,9,5,Clear,Standard,18.4,0,0,47,26.3
Zone_7,16,6,Clear,Standard,18.1,0,0,53,16.1
Zone_6,13,4,Clear,Medical,19.08,0,1,66,4.5
Zone_6,13,3,Clear,Express,24.59,1,0,65,4.9
Zone_2,19,1,Clear,Standard,1.25,0,0,30,21.4
Zone_2,22,6,Overcast,Standard,24.77,0,0,14,19.0
Zone_7,14,1,Clear,Standard,10.28,0,0,67,11.6
Zone_1,18,1,Clear,Express,22.16,1,0,54,39.5
Zone_9,6,0,Clear,Express,10.03,1,0,42,13.0
Zone_3,15,2,Clear,Standard,17.83,0,0,57,10.2
Zone_6,19,1,Clear,Standard,10.04,0,0,46,33.9
Zone_3,22,0,Rainy,Standard,12.4,0,0,17,19.1
Zone_9,8,6,Clear,Standard,11.66,0,0,36,38.9
Zone_10,20,0,Clear,Standard,3.1,0,0,44,42.2
Zone_7,18,5,Overcast,Standard,20.65,0,0,56,41.3
Zone_1,16,4,Overcast,Standard,11.42,0,0,48,16.7
Zone_4,18,5,Overcast,Standard,14.97,0,0,50,29.5
Zone_5,19,6,Clear,Standard,2.99,0,0,24,39.4
Zone_7,11,2,Overcast,Standard,1.9,0,0,75,44.3
Zone_7,1,6,Overcast,Express,10.12,1,0,36,20.9
Zone_5,3,6,Clear,Standard,13.36,0,0,31,21.3
Zone_1,20,6,Clear,Standard,2.13,0,0,10,26.9
Zone_5,7,4,Clear,Express,10.94,1,0,36,16.1
Zone_5,10,2,Rainy,Medical,5.98,0,1,62,44.2
Zone_4,10,4,Overcast,Express,18.31,1,0,65,39.1
Zone_6,11,6,Clear,Standard,17.09,0,0,59,22.5
Zone_8,4,0,Overcast,Standard,19.91,0,0,39,27.3
Zone_10,17,1,Overcast,Standard,24.91,0,0,83,44.4
Zone_5,14,1,Clear,Standard,17.42,0,0,64,15.7
Zone_8,16,2,Foggy,Standard,11.35,0,0,74,42.6
Zone_5,8,1,Clear,Standard,15.73,0,0,38,43.3
Zone_3,3,6,Rainy,Standard,2.77,0,0,25,18.3
Zone_8,13,4,Clear,Medical,0.43,0,1,74,14.7
Zone_4,8,5,Rainy,Express,4.32,1,0,23,38.9
Zone_3,8,4,Clear,Standard,8.3,0,0,34,24.8
Zone_3,16,3,Clear,Medical,17.48,0,1,56,8.2
Zone_6,11,5,Clear,Standard,9.54,0,0,52,14.7
Zone_8,6,5,Overcast,Standard,14.53,0,0,39,9.4
Zone_10,11,3,Rainy,Standard,2.01,0,0,77,49.8
Zone_5,11,6,Clear,Medical,7.01,0,1,54,42.6
Zone_1,5,1,Clear,Standard,21.64,0,0,31,14.2
Zone_1,15,2,Clear,Standard,2.18,0,0,48,9.1
Zone_3,1,0,Clear,Standard,11.18,0,0,18,6.3
Zone_6,9,4,Clear,Standard,14.77,0,0,67,37.8
Zone_2,3,3,Overcast,Standard,5.68,0,0,33,13.0
Zone_1,4,2,Rainy,Express,23.17,1,0,32,24.3
Zone_7,4,0,Clear,Standard,14.75,0,0,37,16.4
Zone_2,6,6,Rainy,Standard,9.36,0,0,14,20.8
Zone_8,1,5,Clear,Standard,0.89,0,0,38,13.1
Zone_2,18,0,Clear,Express,16.56,1,0,41,30.4
Zone_1,17,6,Clear,Standard,7.83,0,0,43,30.3
Zone_10,6,2,Clear,Standard,12.53,0,0,54,13.2
Zone_2,13,5,Clear,Standard,20.99,0,0,44,15.5
Zone_2,14,0,Clear,Medical,15.94,0,1,39,6.5
Zone_7,22,3,Clear,Standard,11.65,0,0,42,14.4
Zone_1,19,1,Overcast,Standard,10.8,0,0,26,45.2
Zone_3,14,4,Clear,Standard,3.56,0,0,61,11.9
Zone_5,19,3,Clear,Medical,4.05,0,1,39,38.0
Zone_7,21,3,Clear,Standard,11.2,0,0,48,21.1
Zone_6,13,4,Clear,Standard,3.73,0,0,69,2.3
Zone_8,2,1,Clear,Standard,7.71,0,0,47,16.8
Zone_1,2,6,Clear,Express,23.59,1,0,16,10.6
Zone_7,22,1,Clear,Standard,3.36,0,0,47,15.8
Zone_9,11,5,Foggy,Standard,4.05,0,0,61,66.2
Zone_7,1,6,Foggy,Standard,16.89,0,0,29,37.7
Zone_6,3,0,Rainy,Standard,5.94,0,0,31,25.9
Zone_9,7,0,Clear,Standard,21.31,0,0,35,19.8
Zone_4,8,5,Clear,Standard,12.03,0,0,28,29.7
Zone_10,2,5,Overcast,Standard,18.89,0,0,37,25.9
Zone_6,23,6,Overcast,Standard,5.73,0,0,27,19.0
Zone_6,23,5,Clear,Standard,2.02,0,0,34,12.0
Zone_10,2,5,Clear,Standard,21.78,0,0,42,13.6
Zone_3,10,0,Foggy,Standard,11.42,0,0,49,48.5
Zone_7,23,5,Clear,Express,13.66,1,0,33,18.4
Zone_1,5,3,Clear,Standard,11.27,0,0,30,11.8
Zone_8,0,0,Clear,Standard,19.21,0,0,31,12.0
Zone_8,8,1,Overcast,Standard,8.58,0,0,49,38.9
Zone_8,23,6,Rainy,Medical,1.41,0,1,32,25.7
Zone_9,11,5,Clear,Standard,0.31,0,0,61,27.7
Zone_4,12,5,Overcast,Express,3.8,1,0,46,9.5
Zone_6,13,2,Rainy,Standard,20.1,0,0,72,21.0
Zone_7,7,3,Clear,Standard,16.73,0,0,42,13.2
Zone_2,23,3,Clear,Medical,23.06,0,1,32,13.1
Zone_6,14,2,Rainy,Express,0.51,1,0,66,25.4
Zone_8,9,3,Clear,Medical,15.31,0,1,70,39.3
Zone_4,22,2,Overcast,Standard,18.0,0,0,37,10.6
Zone_5,18,3,Rainy,Standard,4.07,0,0,69,46.3
Zone_8,5,2,Clear,Express,22.7,1,0,47,10.1
Zone_3,15,2,Overcast,Standard,18.01,0,0,59,11.9
Zone_6,9,1,Overcast,Standard,11.33,0,0,71,38.6
Zone_1,23,2,Clear,Standard,18.87,0,0,25,17.6
Zone_4,12,5,Clear,Medical,6.02,0,1,47,6.7
Zone_6,7,5,Clear,Express,4.43,1,0,30,12.1
Zone_3,3,2,Clear,Standard,24.88,0,0,31,9.1
Zone_1,7,4,Rainy,Standard,6.65,0,0,32,18.9
Zone_6,7,3,Clear,Express,1.15,1,0,38,11.3
Zone_3,10,5,Clear,Standard,24.16,0,0,44,33.9
Zone_8,0,3,Clear,Medical,23.17,0,1,50,20.7
Zone_7,10,0,Clear,Standard,23.7,0,0,58,35.9
Zone_7,4,2,Clear,Standard,16.33,0,0,41,12.8
Zone_8,22,2,Foggy,Standard,9.5,0,0,50,39.0
Zone_7,14,6,Overcast,Standard,8.44,0,0,55,19.8
Zone_5,23,3,Clear,Standard,24.12,0,0,44,15.9
Zone_10,8,5,Rainy,Standard,7.2,0,0,41,53.1
Zone_8,10,0,Clear,Standard,24.53,0,0,58,37.5
Zone_8,10,1,Rainy,Standard,11.45,0,0,78,42.6
Zone_8,14,2,Clear,Express,9.52,1,0,73,7.6
Zone_10,11,4,Rainy,Express,1.52,1,0,81,57.0
